\P\	PurchaseOrderID	RevisionNumber	Status	EmployeeID	VendorID	ShipMethodID	OrderDate	ShipDate	SubTotal	TaxAmt	Freight	TotalDue	ModifiedDate\
V	2968	4	4	253	1588	5	2014-05-19 00:00:00	2014-05-28 00:00:00	40471.2	3237.696	1011.78	44720.676	2014-05-28 00:00:00
V	2969	4	4	255	1622	4	2014-05-19 00:00:00	2014-05-28 00:00:00	661.878	52.9502	16.547	731.3752	2014-05-28 00:00:00
V	2970	4	4	256	1632	5	2014-05-19 00:00:00	2014-05-28 00:00:00	62092.8	4967.424	1552.32	68612.544	2014-05-28 00:00:00
V	2971	4	4	259	1608	5	2014-05-19 00:00:00	2014-05-28 00:00:00	5948.25	475.86	148.7063	6572.8163	2014-05-28 00:00:00
V	2972	4	4	260	1576	5	2014-05-19 00:00:00	2014-05-28 00:00:00	91117.95	7289.436	2277.9488	100685.3348	2014-05-28 00:00:00
V	2973	4	4	258	1590	1	2014-05-19 00:00:00	2014-05-28 00:00:00	525	42	13.125	580.125	2014-05-28 00:00:00
V	2974	4	4	254	1514	5	2014-05-19 00:00:00	2014-05-28 00:00:00	281.8935	22.5515	7.0473	311.4923	2014-05-28 00:00:00
V	2975	4	4	257	1498	4	2014-05-19 00:00:00	2014-05-28 00:00:00	26455.275	2116.422	661.3819	29233.0789	2014-05-28 00:00:00
V	2976	4	4	261	1674	2	2014-05-19 00:00:00	2014-05-28 00:00:00	944.37	75.5496	23.6093	1043.5289	2014-05-28 00:00:00
V	2977	4	4	251	1652	4	2014-05-19 00:00:00	2014-05-28 00:00:00	51588.075	4127.046	1289.7019	57004.8229	2014-05-28 00:00:00
V	2978	4	4	253	1578	3	2014-05-19 00:00:00	2014-05-28 00:00:00	62843.55	5027.484	1571.0888	69442.1228	2014-05-28 00:00:00
V	2979	4	4	255	1538	5	2014-05-19 00:00:00	2014-05-28 00:00:00	37843.575	3027.486	946.0894	41817.1504	2014-05-28 00:00:00
V	2980	4	4	256	1556	4	2014-05-19 00:00:00	2014-05-28 00:00:00	25531.275	2042.502	638.2819	28212.0589	2014-05-28 00:00:00
V	2981	4	4	259	1554	4	2014-05-20 00:00:00	2014-05-29 00:00:00	501.1965	40.0957	12.5299	553.8221	2014-05-29 00:00:00
V	2982	4	4	260	1688	4	2014-05-20 00:00:00	2014-05-29 00:00:00	125.748	10.0598	3.1437	138.9515	2014-05-29 00:00:00
V	2983	4	4	258	1580	5	2014-05-20 00:00:00	2014-05-29 00:00:00	150.7905	12.0632	3.7698	166.6235	2014-05-29 00:00:00
V	2984	4	4	254	1496	5	2014-05-20 00:00:00	2014-05-29 00:00:00	279.783	22.3826	6.9946	309.1602	2014-05-29 00:00:00
V	2985	4	4	257	1494	2	2014-05-20 00:00:00	2014-05-29 00:00:00	8847.3	707.784	221.1825	9776.2665	2014-05-29 00:00:00
V	2986	4	4	261	1650	5	2014-05-20 00:00:00	2014-05-29 00:00:00	171.0765	13.6861	4.2769	189.0395	2014-05-29 00:00:00
V	2987	4	4	251	1654	4	2014-05-20 00:00:00	2014-05-29 00:00:00	20397.3	1631.784	509.9325	22539.0165	2014-05-29 00:00:00
V	2988	4	4	253	1664	3	2014-05-20 00:00:00	2014-05-29 00:00:00	14628.075	1170.246	365.7019	16164.0229	2014-05-29 00:00:00
V	2989	4	4	252	1678	3	2014-05-20 00:00:00	2014-05-29 00:00:00	58685.55	4694.844	1467.1388	64847.5328	2014-05-29 00:00:00
V	2990	4	4	256	1616	4	2014-05-20 00:00:00	2014-05-29 00:00:00	358.155	28.6524	8.9539	395.7613	2014-05-29 00:00:00
V	2991	5	4	259	1492	4	2014-05-20 00:00:00	2014-05-29 00:00:00	501.1965	40.0957	12.5299	553.8221	2014-05-29 00:00:00
V	2992	4	4	260	1602	5	2014-05-20 00:00:00	2014-05-29 00:00:00	270.8055	21.6644	6.7701	299.24	2014-05-29 00:00:00
V	2993	4	4	258	1540	4	2014-05-20 00:00:00	2014-05-29 00:00:00	371.2275	29.6982	9.2807	410.2064	2014-05-29 00:00:00
V	2994	4	4	254	1628	5	2014-05-20 00:00:00	2014-05-29 00:00:00	34644.225	2771.538	866.1056	38281.8686	2014-05-29 00:00:00
V	2995	4	4	257	1604	4	2014-05-20 00:00:00	2014-05-29 00:00:00	1839.5055	147.1604	45.9876	2032.6535	2014-05-29 00:00:00
V	2996	4	4	261	1690	5	2014-05-20 00:00:00	2014-05-29 00:00:00	146.286	11.7029	3.6572	161.6461	2014-05-29 00:00:00
V	2997	4	4	251	1566	5	2014-05-21 00:00:00	2014-05-30 00:00:00	102.564	8.2051	2.5641	113.3332	2014-05-30 00:00:00
V	2998	4	4	253	1698	5	2014-05-21 00:00:00	2014-05-30 00:00:00	150.7905	12.0632	3.7698	166.6235	2014-05-30 00:00:00
V	2999	4	4	255	1560	5	2014-05-21 00:00:00	2014-05-30 00:00:00	13669.425	1093.554	341.7356	15104.7146	2014-05-30 00:00:00
V	3000	4	4	252	1692	5	2014-05-21 00:00:00	2014-05-30 00:00:00	9637.11	770.9688	240.9278	10649.0066	2014-05-30 00:00:00
V	3001	4	4	259	1696	5	2014-05-21 00:00:00	2014-05-30 00:00:00	39258.45	3140.676	981.4613	43380.5873	2014-05-30 00:00:00
V	3002	4	4	260	1504	1	2014-05-21 00:00:00	2014-05-30 00:00:00	551.88	44.1504	13.797	609.8274	2014-05-30 00:00:00
V	3003	4	4	258	1544	1	2014-05-21 00:00:00	2014-05-30 00:00:00	3176.25	254.1	79.4063	3509.7563	2014-05-30 00:00:00
V	3004	4	3	250	1530	2	2014-05-21 00:00:00	2014-05-30 00:00:00	28072.275	2245.782	701.8069	31019.8639	2014-05-30 00:00:00
V	3005	4	4	257	1508	1	2014-05-21 00:00:00	2014-05-30 00:00:00	37312.275	2984.982	932.8069	41230.0639	2014-05-30 00:00:00
V	3006	4	4	261	1694	1	2014-05-21 00:00:00	2014-05-30 00:00:00	7623	609.84	190.575	8423.415	2014-05-30 00:00:00
V	3007	4	4	251	1624	2	2014-05-21 00:00:00	2014-05-30 00:00:00	28297.5	2263.8	707.4375	31268.7375	2014-05-30 00:00:00
V	3008	4	4	253	1548	2	2014-05-21 00:00:00	2014-05-30 00:00:00	59.9445	4.7956	1.4986	66.2387	2014-05-30 00:00:00
V	3009	4	4	255	1598	4	2014-05-21 00:00:00	2014-05-30 00:00:00	567.378	45.3902	14.1845	626.9527	2014-05-30 00:00:00
V	3010	4	4	256	1658	5	2014-05-21 00:00:00	2014-05-30 00:00:00	43878.45	3510.276	1096.9613	48485.6873	2014-05-30 00:00:00
V	3011	4	4	259	1536	4	2014-05-21 00:00:00	2014-05-30 00:00:00	525.7665	42.0613	13.1442	580.972	2014-05-30 00:00:00
V	3012	4	4	260	1568	2	2014-05-21 00:00:00	2014-05-30 00:00:00	10914.75	873.18	272.8688	12060.7988	2014-05-30 00:00:00
V	3013	4	4	258	1648	5	2014-05-22 00:00:00	2014-05-31 00:00:00	142.4115	11.3929	3.5603	157.3647	2014-05-31 00:00:00
V	3014	4	4	254	1646	2	2014-05-22 00:00:00	2014-05-31 00:00:00	28794.15	2303.532	719.8538	31817.5358	2014-05-31 00:00:00
V	3015	4	4	257	1672	4	2014-05-22 00:00:00	2014-05-31 00:00:00	51807.3465	4144.5877	1295.1837	57247.1179	2014-05-31 00:00:00
V	3016	4	4	261	1600	1	2014-05-22 00:00:00	2014-05-31 00:00:00	1276.275	102.102	31.9069	1410.2839	2014-05-31 00:00:00
V	3017	4	4	251	1522	1	2014-05-22 00:00:00	2014-05-31 00:00:00	2003.925	160.314	50.0981	2214.3371	2014-05-31 00:00:00
V	3018	4	4	253	1570	2	2014-05-22 00:00:00	2014-05-31 00:00:00	50860.425	4068.834	1271.5106	56200.7696	2014-05-31 00:00:00
V	3019	4	4	255	1516	1	2014-05-22 00:00:00	2014-05-31 00:00:00	454.86	36.3888	11.3715	502.6203	2014-05-31 00:00:00
V	3020	4	4	256	1506	5	2014-05-22 00:00:00	2014-05-31 00:00:00	43878.45	3510.276	1096.9613	48485.6873	2014-05-31 00:00:00
V	3021	4	4	259	1626	2	2014-05-22 00:00:00	2014-05-31 00:00:00	7132.125	570.57	178.3031	7880.9981	2014-05-31 00:00:00
V	3022	4	4	250	1542	2	2014-05-22 00:00:00	2014-05-31 00:00:00	28343.7	2267.496	708.5925	31319.7885	2014-05-31 00:00:00
V	3023	4	4	258	1610	4	2014-05-22 00:00:00	2014-05-31 00:00:00	22516.725	1801.338	562.9181	24880.9811	2014-05-31 00:00:00
V	3024	4	4	254	1638	5	2014-05-22 00:00:00	2014-05-31 00:00:00	34644.225	2771.538	866.1056	38281.8686	2014-05-31 00:00:00
V	3025	4	4	257	1582	4	2014-05-22 00:00:00	2014-05-31 00:00:00	1151.4825	92.1186	28.7871	1272.3882	2014-05-31 00:00:00
V	3026	4	4	261	1510	5	2014-05-22 00:00:00	2014-05-31 00:00:00	143.0415	11.4433	3.576	158.0608	2014-05-31 00:00:00
V	3027	4	4	251	1526	2	2014-05-22 00:00:00	2014-05-31 00:00:00	28199.325	2255.946	704.9831	31160.2541	2014-05-31 00:00:00
V	3028	4	4	253	1644	1	2014-05-22 00:00:00	2014-05-31 00:00:00	3713.325	297.066	92.8331	4103.2241	2014-05-31 00:00:00
V	3029	4	4	255	1680	5	2014-05-23 00:00:00	2014-06-01 00:00:00	63831.075	5106.486	1595.7769	70533.3379	2014-06-01 00:00:00
V	3030	6	4	256	1584	5	2014-05-23 00:00:00	2014-06-01 00:00:00	9585.45	766.836	239.6363	10591.9223	2014-06-01 00:00:00
V	3031	5	4	259	1620	5	2014-05-23 00:00:00	2014-06-01 00:00:00	5711.475	456.918	142.7869	6311.1799	2014-06-01 00:00:00
V	3032	4	4	260	1666	5	2014-05-23 00:00:00	2014-06-01 00:00:00	273.7035	21.8963	6.8426	302.4424	2014-06-01 00:00:00
V	3033	4	4	250	1592	2	2014-05-23 00:00:00	2014-06-01 00:00:00	97.965	7.8372	2.4491	108.2513	2014-06-01 00:00:00
V	3034	4	4	254	1618	4	2014-05-23 00:00:00	2014-06-01 00:00:00	114.471	9.1577	2.8618	126.4905	2014-06-01 00:00:00
V	3035	4	4	257	1612	4	2014-05-23 00:00:00	2014-06-01 00:00:00	132.6465	10.6117	3.3162	146.5744	2014-06-01 00:00:00
V	3036	4	4	261	1586	5	2014-05-23 00:00:00	2014-06-01 00:00:00	43878.45	3510.276	1096.9613	48485.6873	2014-06-01 00:00:00
V	3037	4	4	251	1500	1	2014-05-23 00:00:00	2014-06-01 00:00:00	418.95	33.516	10.4738	462.9398	2014-06-01 00:00:00
V	3038	4	4	253	1656	4	2014-05-23 00:00:00	2014-06-01 00:00:00	607.8555	48.6284	15.1964	671.6803	2014-06-01 00:00:00
V	3039	4	4	255	1572	1	2014-05-23 00:00:00	2014-06-01 00:00:00	461.79	36.9432	11.5448	510.278	2014-06-01 00:00:00
V	3040	4	4	256	1562	5	2014-05-23 00:00:00	2014-06-01 00:00:00	414.918	33.1934	10.373	458.4844	2014-06-01 00:00:00
V	3041	4	4	259	1662	2	2014-05-23 00:00:00	2014-06-01 00:00:00	37.0755	2.966	0.9269	40.9684	2014-06-01 00:00:00
V	3042	4	4	260	1682	4	2014-05-23 00:00:00	2014-06-01 00:00:00	21558.075	1724.646	538.9519	23821.6729	2014-06-01 00:00:00
V	3043	4	4	258	1686	4	2014-05-23 00:00:00	2014-06-01 00:00:00	364.455	29.1564	9.1114	402.7228	2014-06-01 00:00:00
V	3044	4	4	254	1684	5	2014-05-23 00:00:00	2014-06-01 00:00:00	41048.7	3283.896	1026.2175	45358.8135	2014-06-01 00:00:00
V	3045	4	4	257	1534	4	2014-05-24 00:00:00	2014-06-02 00:00:00	111.5415	8.9233	2.7885	123.2533	2014-06-02 00:00:00
V	3046	4	4	261	1614	4	2014-05-24 00:00:00	2014-06-02 00:00:00	390.6	31.248	9.765	431.613	2014-06-02 00:00:00
V	3047	4	4	251	1588	5	2014-05-24 00:00:00	2014-06-02 00:00:00	40471.2	3237.696	1011.78	44720.676	2014-06-02 00:00:00
V	3048	4	4	253	1622	4	2014-05-24 00:00:00	2014-06-02 00:00:00	136.332	10.9066	3.4083	150.6469	2014-06-02 00:00:00
V	3049	4	4	255	1632	5	2014-05-24 00:00:00	2014-06-02 00:00:00	62092.8	4967.424	1552.32	68612.544	2014-06-02 00:00:00
V	3050	4	4	256	1608	5	2014-05-24 00:00:00	2014-06-02 00:00:00	5948.25	475.86	148.7063	6572.8163	2014-06-02 00:00:00
V	3051	4	4	252	1576	5	2014-05-24 00:00:00	2014-06-02 00:00:00	91117.95	7289.436	2277.9488	100685.3348	2014-06-02 00:00:00
V	3052	4	4	260	1590	1	2014-05-24 00:00:00	2014-06-02 00:00:00	525	42	13.125	580.125	2014-06-02 00:00:00
V	3053	4	4	258	1514	3	2014-05-24 00:00:00	2014-06-02 00:00:00	1721.79	137.7432	43.0448	1902.578	2014-06-02 00:00:00
V	3054	4	4	254	1498	4	2014-05-24 00:00:00	2014-06-02 00:00:00	26455.275	2116.422	661.3819	29233.0789	2014-06-02 00:00:00
V	3055	4	4	257	1674	2	2014-05-24 00:00:00	2014-06-02 00:00:00	944.37	75.5496	23.6093	1043.5289	2014-06-02 00:00:00
V	3056	4	4	261	1652	4	2014-05-24 00:00:00	2014-06-02 00:00:00	51588.075	4127.046	1289.7019	57004.8229	2014-06-02 00:00:00
V	3057	4	4	250	1578	3	2014-05-24 00:00:00	2014-06-02 00:00:00	62843.55	5027.484	1571.0888	69442.1228	2014-06-02 00:00:00
V	3058	4	4	253	1538	5	2014-05-24 00:00:00	2014-06-02 00:00:00	37843.575	3027.486	946.0894	41817.1504	2014-06-02 00:00:00
V	3059	4	4	255	1556	4	2014-05-24 00:00:00	2014-06-02 00:00:00	25531.275	2042.502	638.2819	28212.0589	2014-06-02 00:00:00
V	3060	4	4	256	1554	4	2014-05-24 00:00:00	2014-06-02 00:00:00	358.6275	28.6902	8.9657	396.2834	2014-06-02 00:00:00
V	3061	4	4	259	1688	4	2014-05-26 00:00:00	2014-06-04 00:00:00	125.748	10.0598	3.1437	138.9515	2014-06-04 00:00:00
V	3062	4	4	260	1580	5	2014-05-26 00:00:00	2014-06-04 00:00:00	150.7905	12.0632	3.7698	166.6235	2014-06-04 00:00:00
V	3063	4	4	258	1496	5	2014-05-26 00:00:00	2014-06-04 00:00:00	416.745	33.3396	10.4186	460.5032	2014-06-04 00:00:00
V	3064	4	4	254	1494	2	2014-05-26 00:00:00	2014-06-04 00:00:00	8847.3	707.784	221.1825	9776.2665	2014-06-04 00:00:00
V	3065	4	4	252	1650	5	2014-05-26 00:00:00	2014-06-04 00:00:00	171.0765	13.6861	4.2769	189.0395	2014-06-04 00:00:00
V	3066	4	4	261	1654	4	2014-05-26 00:00:00	2014-06-04 00:00:00	20397.3	1631.784	509.9325	22539.0165	2014-06-04 00:00:00
V	3067	4	4	251	1664	3	2014-05-26 00:00:00	2014-06-04 00:00:00	14628.075	1170.246	365.7019	16164.0229	2014-06-04 00:00:00
V	3068	4	4	253	1678	3	2014-05-26 00:00:00	2014-06-04 00:00:00	58685.55	4694.844	1467.1388	64847.5328	2014-06-04 00:00:00
V	3069	4	4	255	1616	4	2014-05-26 00:00:00	2014-06-04 00:00:00	599.4135	47.9531	14.9853	662.3519	2014-06-04 00:00:00
V	3070	4	4	256	1492	4	2014-05-26 00:00:00	2014-06-04 00:00:00	358.6275	28.6902	8.9657	396.2834	2014-06-04 00:00:00
V	3071	4	4	259	1602	5	2014-05-26 00:00:00	2014-06-04 00:00:00	1525.23	122.0184	38.1308	1685.3792	2014-06-04 00:00:00
V	3072	4	4	260	1540	4	2014-05-26 00:00:00	2014-06-04 00:00:00	228.438	18.275	5.711	252.424	2014-06-04 00:00:00
V	3073	4	4	258	1628	5	2014-05-26 00:00:00	2014-06-04 00:00:00	34644.225	2771.538	866.1056	38281.8686	2014-06-04 00:00:00
V	3074	4	4	254	1604	4	2014-05-26 00:00:00	2014-06-04 00:00:00	257.5755	20.606	6.4394	284.6209	2014-06-04 00:00:00
V	3075	4	4	257	1690	5	2014-05-26 00:00:00	2014-06-04 00:00:00	146.286	11.7029	3.6572	161.6461	2014-06-04 00:00:00
V	3076	4	4	261	1566	5	2014-05-26 00:00:00	2014-06-04 00:00:00	102.564	8.2051	2.5641	113.3332	2014-06-04 00:00:00
V	3077	4	4	251	1698	5	2014-05-27 00:00:00	2014-06-05 00:00:00	150.7905	12.0632	3.7698	166.6235	2014-06-05 00:00:00
V	3078	4	4	253	1560	5	2014-05-27 00:00:00	2014-06-05 00:00:00	13669.425	1093.554	341.7356	15104.7146	2014-06-05 00:00:00
V	3079	4	4	255	1692	5	2014-05-27 00:00:00	2014-06-05 00:00:00	6756.12	540.4896	168.903	7465.5126	2014-06-05 00:00:00
V	3080	4	4	256	1696	2	2014-05-27 00:00:00	2014-06-05 00:00:00	50860.425	4068.834	1271.5106	56200.7696	2014-06-05 00:00:00
V	3081	4	4	259	1504	1	2014-05-27 00:00:00	2014-06-05 00:00:00	551.88	44.1504	13.797	609.8274	2014-06-05 00:00:00
V	3082	4	4	260	1544	1	2014-05-27 00:00:00	2014-06-05 00:00:00	3811.5	304.92	95.2875	4211.7075	2014-06-05 00:00:00
V	3083	4	4	258	1530	2	2014-05-27 00:00:00	2014-06-05 00:00:00	28072.275	2245.782	701.8069	31019.8639	2014-06-05 00:00:00
V	3084	4	4	254	1508	1	2014-05-27 00:00:00	2014-06-05 00:00:00	35394.975	2831.598	884.8744	39111.4474	2014-06-05 00:00:00
V	3085	4	4	257	1694	1	2014-05-27 00:00:00	2014-06-05 00:00:00	7623	609.84	190.575	8423.415	2014-06-05 00:00:00
V	3086	4	4	261	1624	2	2014-05-27 00:00:00	2014-06-05 00:00:00	28297.5	2263.8	707.4375	31268.7375	2014-06-05 00:00:00
V	3087	4	4	251	1548	2	2014-05-27 00:00:00	2014-06-05 00:00:00	59.9445	4.7956	1.4986	66.2387	2014-06-05 00:00:00
V	3088	5	4	253	1598	4	2014-05-27 00:00:00	2014-06-05 00:00:00	117.432	9.3946	2.9358	129.7624	2014-06-05 00:00:00
V	3089	5	4	252	1658	5	2014-05-27 00:00:00	2014-06-05 00:00:00	43878.45	3510.276	1096.9613	48485.6873	2014-06-05 00:00:00
V	3090	4	4	256	1536	4	2014-05-27 00:00:00	2014-06-05 00:00:00	377.055	30.1644	9.4264	416.6458	2014-06-05 00:00:00
V	3091	4	4	259	1568	1	2014-05-27 00:00:00	2014-06-05 00:00:00	18220.125	1457.61	455.5031	20133.2381	2014-06-05 00:00:00
V	3092	4	4	260	1648	5	2014-05-27 00:00:00	2014-06-05 00:00:00	142.4115	11.3929	3.5603	157.3647	2014-06-05 00:00:00
V	3093	4	4	258	1646	5	2014-05-28 00:00:00	2014-06-06 00:00:00	19236.525	1538.922	480.9131	21256.3601	2014-06-06 00:00:00
V	3094	4	4	254	1672	4	2014-05-28 00:00:00	2014-06-06 00:00:00	285.0435	22.8035	7.1261	314.9731	2014-06-06 00:00:00
V	3095	4	4	257	1600	1	2014-05-28 00:00:00	2014-06-06 00:00:00	1276.275	102.102	31.9069	1410.2839	2014-06-06 00:00:00
V	3096	4	4	261	1522	1	2014-05-28 00:00:00	2014-06-06 00:00:00	2003.925	160.314	50.0981	2214.3371	2014-06-06 00:00:00
V	3097	4	4	251	1570	2	2014-05-28 00:00:00	2014-06-06 00:00:00	50860.425	4068.834	1271.5106	56200.7696	2014-06-06 00:00:00
V	3098	4	4	253	1516	1	2014-05-28 00:00:00	2014-06-06 00:00:00	454.86	36.3888	11.3715	502.6203	2014-06-06 00:00:00
V	3099	4	4	255	1506	5	2014-05-28 00:00:00	2014-06-06 00:00:00	43878.45	3510.276	1096.9613	48485.6873	2014-06-06 00:00:00
V	3100	4	4	252	1626	2	2014-05-28 00:00:00	2014-06-06 00:00:00	7132.125	570.57	178.3031	7880.9981	2014-06-06 00:00:00
V	3101	4	4	259	1542	2	2014-05-28 00:00:00	2014-06-06 00:00:00	28343.7	2267.496	708.5925	31319.7885	2014-06-06 00:00:00
V	3102	4	4	260	1610	4	2014-05-28 00:00:00	2014-06-06 00:00:00	22516.725	1801.338	562.9181	24880.9811	2014-06-06 00:00:00
V	3103	4	4	258	1638	5	2014-05-28 00:00:00	2014-06-06 00:00:00	34644.225	2771.538	866.1056	38281.8686	2014-06-06 00:00:00
V	3104	4	3	250	1582	5	2014-05-28 00:00:00	2014-06-06 00:00:00	278.838	22.307	6.971	308.116	2014-06-06 00:00:00
V	3105	4	4	257	1510	5	2014-05-28 00:00:00	2014-06-06 00:00:00	143.0415	11.4433	3.576	158.0608	2014-06-06 00:00:00
V	3106	4	4	261	1526	2	2014-05-28 00:00:00	2014-06-06 00:00:00	28199.325	2255.946	704.9831	31160.2541	2014-06-06 00:00:00
V	3107	4	4	251	1644	1	2014-05-28 00:00:00	2014-06-06 00:00:00	3713.325	297.066	92.8331	4103.2241	2014-06-06 00:00:00
V	3108	4	4	253	1680	5	2014-05-28 00:00:00	2014-06-06 00:00:00	63831.075	5106.486	1595.7769	70533.3379	2014-06-06 00:00:00
V	3109	4	4	255	1584	5	2014-05-29 00:00:00	2014-06-07 00:00:00	6754.86	540.3888	168.8715	7464.1203	2014-06-07 00:00:00
V	3110	4	4	256	1620	5	2014-05-29 00:00:00	2014-06-07 00:00:00	5711.475	456.918	142.7869	6311.1799	2014-06-07 00:00:00
V	3111	4	4	259	1666	4	2014-05-29 00:00:00	2014-06-07 00:00:00	503.0865	40.2469	12.5772	555.9106	2014-06-07 00:00:00
V	3112	4	4	260	1592	2	2014-05-29 00:00:00	2014-06-07 00:00:00	97.965	7.8372	2.4491	108.2513	2014-06-07 00:00:00
V	3113	4	4	258	1618	4	2014-05-29 00:00:00	2014-06-07 00:00:00	114.471	9.1577	2.8618	126.4905	2014-06-07 00:00:00
V	3114	4	4	254	1612	4	2014-05-29 00:00:00	2014-06-07 00:00:00	132.6465	10.6117	3.3162	146.5744	2014-06-07 00:00:00
V	3115	4	4	257	1586	5	2014-05-29 00:00:00	2014-06-07 00:00:00	43878.45	3510.276	1096.9613	48485.6873	2014-06-07 00:00:00
V	3116	4	4	261	1500	1	2014-05-29 00:00:00	2014-06-07 00:00:00	418.95	33.516	10.4738	462.9398	2014-06-07 00:00:00
V	3117	4	4	251	1656	4	2014-05-29 00:00:00	2014-06-07 00:00:00	824.355	65.9484	20.6089	910.9123	2014-06-07 00:00:00
V	3118	4	4	253	1572	1	2014-05-29 00:00:00	2014-06-07 00:00:00	461.79	36.9432	11.5448	510.278	2014-06-07 00:00:00
V	3119	4	4	255	1562	4	2014-05-29 00:00:00	2014-06-07 00:00:00	630.378	50.4302	15.7595	696.5677	2014-06-07 00:00:00
V	3120	4	4	256	1662	2	2014-05-29 00:00:00	2014-06-07 00:00:00	37.0755	2.966	0.9269	40.9684	2014-06-07 00:00:00
V	3121	4	4	259	1682	4	2014-05-29 00:00:00	2014-06-07 00:00:00	21558.075	1724.646	538.9519	23821.6729	2014-06-07 00:00:00
V	3122	4	4	250	1686	4	2014-05-29 00:00:00	2014-06-07 00:00:00	234.6435	18.7715	5.8661	259.2811	2014-06-07 00:00:00
V	3123	4	4	258	1684	4	2014-05-29 00:00:00	2014-06-07 00:00:00	45172.05	3613.764	1129.3013	49915.1153	2014-06-07 00:00:00
V	3124	4	4	254	1534	5	2014-05-29 00:00:00	2014-06-07 00:00:00	279.783	22.3826	6.9946	309.1602	2014-06-07 00:00:00
V	3125	4	4	257	1614	5	2014-05-30 00:00:00	2014-06-08 00:00:00	1228.5	98.28	30.7125	1357.4925	2014-06-08 00:00:00
V	3126	4	4	261	1588	5	2014-05-30 00:00:00	2014-06-08 00:00:00	40471.2	3237.696	1011.78	44720.676	2014-06-08 00:00:00
V	3127	4	4	251	1622	5	2014-05-30 00:00:00	2014-06-08 00:00:00	836.01	66.8808	20.9003	923.7911	2014-06-08 00:00:00
V	3128	4	4	253	1632	5	2014-05-30 00:00:00	2014-06-08 00:00:00	62092.8	4967.424	1552.32	68612.544	2014-06-08 00:00:00
V	3129	4	4	255	1608	5	2014-05-30 00:00:00	2014-06-08 00:00:00	5948.25	475.86	148.7063	6572.8163	2014-06-08 00:00:00
V	3130	4	4	256	1576	5	2014-05-30 00:00:00	2014-06-08 00:00:00	91117.95	7289.436	2277.9488	100685.3348	2014-06-08 00:00:00
V	3131	4	4	259	1590	1	2014-05-30 00:00:00	2014-06-08 00:00:00	525	42	13.125	580.125	2014-06-08 00:00:00
V	3132	4	4	260	1514	5	2014-05-30 00:00:00	2014-06-08 00:00:00	281.8935	22.5515	7.0473	311.4923	2014-06-08 00:00:00
V	3133	4	4	250	1498	4	2014-05-30 00:00:00	2014-06-08 00:00:00	26455.275	2116.422	661.3819	29233.0789	2014-06-08 00:00:00
V	3134	4	4	254	1674	2	2014-05-30 00:00:00	2014-06-08 00:00:00	944.37	75.5496	23.6093	1043.5289	2014-06-08 00:00:00
V	3135	4	4	257	1652	4	2014-05-30 00:00:00	2014-06-08 00:00:00	51588.075	4127.046	1289.7019	57004.8229	2014-06-08 00:00:00
V	3136	4	4	261	1578	3	2014-05-30 00:00:00	2014-06-08 00:00:00	62843.55	5027.484	1571.0888	69442.1228	2014-06-08 00:00:00
V	3137	4	4	251	1538	5	2014-05-30 00:00:00	2014-06-08 00:00:00	37843.575	3027.486	946.0894	41817.1504	2014-06-08 00:00:00
V	3138	4	4	253	1556	4	2014-05-30 00:00:00	2014-06-08 00:00:00	25531.275	2042.502	638.2819	28212.0589	2014-06-08 00:00:00
V	3139	4	4	255	1554	4	2014-05-30 00:00:00	2014-06-08 00:00:00	234.9585	18.7967	5.874	259.6292	2014-06-08 00:00:00
V	3140	4	4	256	1688	4	2014-05-30 00:00:00	2014-06-08 00:00:00	125.748	10.0598	3.1437	138.9515	2014-06-08 00:00:00
V	3141	4	4	259	1580	5	2014-05-31 00:00:00	2014-06-09 00:00:00	150.7905	12.0632	3.7698	166.6235	2014-06-09 00:00:00
V	3142	4	4	260	1496	5	2014-05-31 00:00:00	2014-06-09 00:00:00	273.7035	21.8963	6.8426	302.4424	2014-06-09 00:00:00
V	3143	4	4	258	1494	2	2014-05-31 00:00:00	2014-06-09 00:00:00	8847.3	707.784	221.1825	9776.2665	2014-06-09 00:00:00
V	3144	4	4	254	1650	5	2014-05-31 00:00:00	2014-06-09 00:00:00	171.0765	13.6861	4.2769	189.0395	2014-06-09 00:00:00
V	3145	4	4	257	1654	4	2014-06-02 00:00:00	2014-06-11 00:00:00	20397.3	1631.784	509.9325	22539.0165	2014-06-11 00:00:00
V	3146	4	4	261	1664	3	2014-06-02 00:00:00	2014-06-11 00:00:00	14628.075	1170.246	365.7019	16164.0229	2014-06-11 00:00:00
V	3147	4	4	251	1678	3	2014-06-02 00:00:00	2014-06-11 00:00:00	58685.55	4694.844	1467.1388	64847.5328	2014-06-11 00:00:00
V	3148	4	4	253	1616	5	2014-06-02 00:00:00	2014-06-11 00:00:00	693.378	55.4702	17.3345	766.1827	2014-06-11 00:00:00
V	3149	4	4	255	1492	4	2014-06-02 00:00:00	2014-06-11 00:00:00	234.9585	18.7967	5.874	259.6292	2014-06-11 00:00:00
V	3150	4	4	256	1602	5	2014-06-02 00:00:00	2014-06-11 00:00:00	1796.0355	143.6828	44.9009	1984.6192	2014-06-11 00:00:00
V	3151	4	4	252	1540	4	2014-06-02 00:00:00	2014-06-11 00:00:00	514.7415	41.1793	12.8685	568.7893	2014-06-11 00:00:00
V	3152	4	4	260	1628	5	2014-06-02 00:00:00	2014-06-11 00:00:00	34644.225	2771.538	866.1056	38281.8686	2014-06-11 00:00:00
